Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn_Probability,Churn_Prediction,Risk_Level,Churn_Signals,Recommendations
0,63,1,0,0.36,2,153.5,81,54.6,14.37,6.5,0.018707598466640062,0,low,None detected,No action needed
0,126,1,0,0.0,0,226.2,88,51.0,7.02,6.4,0.0829935161166931,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,132,1,0,0.31,1,191.9,107,54.1,10.35,12.6,0.02344550390874616,0,low,None detected,No action needed
1,81,1,1,2.48,4,167.9,147,69.8,9.54,9.2,0.7308172666980869,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,122,1,0,0.0,2,180.0,88,43.0,7.25,11.5,0.008631173754428819,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,46,1,0,0.0,2,257.4,67,66.0,13.06,13.4,0.8986649691708278,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,150,1,1,2.97,1,174.4,75,74.7,8.5,11.0,0.03230267607168974,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,99,1,0,0.0,1,159.7,83,41.0,7.77,8.4,0.012140526945982897,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,87,1,0,0.0,1,237.2,124,60.0,11.13,11.0,0.0354908701912985,0,low,None detected,No action needed
0,108,1,0,0.0,1,103.0,129,39.0,12.12,7.9,0.03449038862998909,0,low,None detected,No action needed
0,101,1,0,0.0,4,153.8,89,47.0,11.7,11.6,0.21928703740682137,0,low,None detected,No action needed
0,53,1,0,0.22,3,205.1,86,51.2,8.03,10.7,0.015139764789514471,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,132,1,1,2.32,2,175.7,93,69.2,9.36,8.6,0.010465920170808565,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,158,1,0,0.0,2,155.9,123,46.0,11.21,8.6,0.024816346222726816,0,low,None detected,No action needed
0,114,1,1,2.78,0,154.4,109,73.8,11.07,10.3,0.011713439174787286,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,77,1,1,1.92,2,209.7,73,71.2,9.18,7.1,0.014121017687204964,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,144,0,0,0.27,0,150.0,69,52.7,14.3,9.4,0.3051847564594232,0,medium,None detected,No action needed
0,91,1,1,3.32,3,232.4,97,89.2,9.3,12.3,0.03345534626374911,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,58,1,0,0.0,2,165.4,100,38.0,5.79,12.8,0.013171972585066631,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,5,1,0,0.0,3,199.2,106,50.0,9.37,13.3,0.010824227440654173,0,low,None detected,No action needed
0,97,1,0,0.29,0,217.6,81,67.9,16.03,4.2,0.20201667183610703,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,107,1,0,0.47,3,212.1,95,53.7,7.51,7.7,0.0061953193327928665,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,142,1,1,2.92,1,154.0,75,70.2,8.29,10.8,0.009898848947748482,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,9,1,1,3.59,1,193.8,130,86.9,10.13,13.3,0.032184546507624805,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,73,1,0,0.0,0,175.4,130,51.0,12.41,12.2,0.0164878049135347,0,low,None detected,No action needed
1,48,1,1,4.24,2,152.0,63,90.4,12.94,15.7,0.3190370506250852,0,medium,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,43,1,0,0.36,0,230.2,147,58.6,9.34,9.2,0.06330946050744105,0,low,None detected,No action needed
1,122,1,1,3.65,1,174.9,103,87.5,12.41,13.5,0.3312678968496013,0,medium,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,93,1,0,0.42,0,190.2,68,59.2,13.11,8.8,0.013853848983976166,0,low,None detected,No action needed
0,85,1,0,0.0,1,176.4,122,50.0,11.25,11.5,0.016225947548230552,0,low,None detected,No action needed
0,59,1,0,0.28,3,160.9,95,51.8,12.56,5.0,0.013031582258145049,0,low,None detected,No action needed
0,87,1,0,0.29,1,228.7,90,55.9,8.15,11.8,0.01657579228874421,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,137,1,0,0.26,0,144.0,90,42.6,9.08,12.3,0.01572657451824585,0,low,None detected,No action needed
0,21,1,1,2.57,6,135.9,90,72.7,13.55,9.5,0.7207335434173668,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
1,129,1,0,0.0,0,334.3,118,74.0,9.61,10.4,0.9993194444444444,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,104,1,0,0.0,0,130.5,77,34.0,6.56,13.0,0.028007417542538122,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,93,1,1,3.19,4,134.2,105,68.9,8.13,11.8,0.9332704465093801,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
1,63,1,0,0.0,4,278.0,102,70.0,13.32,13.1,0.9347619047619048,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,161,1,0,0.0,0,105.4,70,37.0,10.74,7.8,0.028827790331200948,0,low,None detected,No action needed
0,50,1,0,0.0,3,188.9,94,50.0,10.2,11.6,0.013315760739785704,0,low,None detected,No action needed
0,103,1,1,1.86,1,111.8,85,58.6,11.98,6.9,0.010788622099747663,0,low,None detected,No action needed
0,84,1,1,3.51,1,159.1,106,75.1,7.49,13.0,0.027115542730898765,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,92,1,0,0.29,1,212.4,105,58.9,11.23,9.0,0.016758812746370227,0,low,None detected,No action needed
0,77,1,0,0.0,1,142.3,112,51.0,15.32,9.9,0.03456356107838985,0,low,None detected,No action needed
1,64,0,0,0.0,1,346.8,55,81.0,12.48,13.3,0.9401666666666665,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,159,1,1,3.19,1,113.9,102,63.9,7.27,11.8,0.013640726947944,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,110,0,1,2.24,1,267.9,103,90.4,13.17,8.3,0.0937361111111111,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,138,1,0,0.28,3,171.4,117,41.8,5.76,17.0,0.015070654320583656,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,178,1,0,0.0,1,275.4,150,63.0,9.38,13.6,0.917221576668945,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,38,1,1,1.05,0,197.2,118,65.5,12.5,3.9,0.019144162038819645,0,low,None detected,No action needed
0,50,1,1,2.13,2,192.6,97,66.3,6.76,7.9,0.012438521372916806,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,45,1,1,2.08,1,91.7,104,49.8,7.53,7.7,0.013656982941497415,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,70,1,0,0.17,0,126.3,99,35.7,7.08,9.6,0.01646016873178771,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,147,1,1,2.81,3,251.5,107,91.1,11.71,10.4,0.026755430238181718,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,94,1,0,0.0,1,190.6,108,46.0,7.62,7.5,0.009644934080052486,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,179,1,0,0.0,0,116.1,101,37.0,10.09,11.6,0.04814681178427223,0,low,None detected,No action needed
0,116,1,0,0.23,2,217.3,91,58.3,10.81,11.3,0.021841927026043536,0,low,None detected,No action needed
0,59,1,0,0.0,0,179.4,80,51.0,11.63,14.7,0.013388155570101258,0,low,None detected,No action needed
0,165,1,0,0.0,0,207.7,109,50.0,8.24,7.9,0.010828114198468025,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,133,1,0,0.0,2,277.3,138,67.0,11.42,12.8,0.9693571428571428,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,140,1,0,0.0,1,125.3,84,36.0,8.38,8.4,0.02210099526859017,0,low,None detected,No action needed
0,93,1,1,1.84,2,138.1,91,56.4,8.37,6.8,0.006096920658515983,0,low,None detected,No action needed
0,52,1,1,2.21,0,169.3,88,70.1,11.3,8.2,0.008520888292807246,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,64,1,1,3.32,1,201.3,101,80.2,7.19,12.3,0.030512531854033006,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,12,0,0,0.0,2,216.7,117,47.0,5.83,9.8,0.16607684527550043,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,48,1,0,0.0,2,190.4,92,60.0,15.88,8.3,0.04054172435583576,0,low,None detected,No action needed
0,181,1,0,0.0,1,143.3,91,41.0,9.78,6.0,0.011015573068328401,0,low,None detected,No action needed
0,168,1,1,3.08,2,97.4,57,64.8,10.18,11.4,0.03235046952423331,0,low,None detected,No action needed
0,155,1,0,0.0,3,181.4,111,46.0,8.39,11.3,0.010025684298781081,0,low,None detected,No action needed
0,105,1,0,0.0,0,246.4,83,64.0,12.81,3.8,0.5339177000774551,1,high,None detected,No action needed
0,11,1,0,0.0,2,143.4,130,49.0,14.47,9.7,0.01620113281430105,0,low,None detected,No action needed
0,182,1,0,0.36,2,104.9,111,38.6,9.93,8.0,0.03118598540027272,0,low,None detected,No action needed
0,104,1,0,0.0,1,156.2,93,43.0,9.65,13.1,0.01845640417601859,0,low,None detected,No action needed
0,102,1,0,0.0,0,114.8,125,27.0,4.1,12.0,0.02614533298561456,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,122,1,0,0.0,0,232.5,96,57.0,10.28,11.9,0.09406054794958273,0,low,None detected,No action needed
0,41,1,0,0.0,1,143.6,117,38.0,7.62,8.6,0.012254371371981591,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,132,1,0,0.0,2,176.7,132,51.0,12.21,9.1,0.021105567189718157,0,low,None detected,No action needed
1,76,1,0,0.0,1,263.4,148,65.0,11.52,11.4,0.5791901559578829,1,high,None detected,No action needed
0,13,1,0,0.0,1,146.4,74,38.0,7.43,11.3,0.01114406124300748,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,115,1,1,3.83,2,145.0,72,80.3,9.73,14.2,0.03794394041065142,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,67,1,0,0.42,1,167.8,91,47.2,8.39,8.4,0.00912078782438005,0,low,None detected,No action needed
0,154,1,0,0.0,0,166.9,99,42.0,7.75,7.2,0.01810982760647588,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,100,1,0,0.0,2,142.5,87,41.0,9.79,7.8,0.012273068910688712,0,low,None detected,No action needed
0,146,0,0,0.0,1,133.0,65,45.0,13.14,11.2,0.20938983831510524,0,low,None detected,No action needed
0,148,1,1,3.32,1,252.9,129,101.2,14.22,12.3,0.057043279482829334,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,67,1,1,2.7,2,95.0,94,68.0,14.56,10.0,0.08689399151318974,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,161,0,0,0.0,1,194.2,106,55.0,12.47,12.9,0.4692422283444913,0,medium,None detected,No action needed
0,70,1,0,0.0,1,222.8,114,57.0,10.8,0.0,0.03699884439157562,0,low,None detected,No action needed
0,116,1,0,0.0,0,201.8,82,54.0,11.58,16.5,0.019871958256318455,0,low,None detected,No action needed
1,99,1,1,2.51,2,216.0,125,82.1,11.62,9.3,0.2161115902374679,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,87,1,0,0.29,1,146.3,108,42.9,8.59,5.3,0.011135000936680357,0,low,None detected,No action needed
0,87,1,0,0.32,1,234.8,85,55.2,7.05,9.5,0.014779735725305353,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,70,1,0,0.0,2,198.6,111,52.0,10.7,10.6,0.03627248458266727,0,low,None detected,No action needed
0,131,1,0,0.0,2,94.4,80,35.0,10.76,13.1,0.0341391704959546,0,low,None detected,No action needed
0,119,1,0,0.18,2,190.4,74,52.8,10.78,10.0,0.012481193735442814,0,low,None detected,No action needed
0,119,1,1,3.24,3,142.6,77,74.4,10.41,12.0,0.01952158976426027,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,87,0,0,0.0,0,134.2,80,37.0,8.25,10.7,0.18423886290925434,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,112,1,0,0.0,5,111.9,92,29.0,5.7,14.1,0.9765525210084033,1,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,75,1,0,0.0,2,122.8,89,39.0,10.57,10.7,0.01828544789519662,0,low,None detected,No action needed
0,150,1,0,0.0,4,189.3,77,51.0,11.05,9.2,0.029232565805274616,0,low,None detected,No action needed
0,161,1,1,4.35,0,240.4,112,102.5,10.09,16.1,0.020969855697192553,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,91,0,1,2.67,0,93.5,112,58.7,9.17,9.9,0.21090090624271382,0,low,None detected,No action needed
0,124,1,0,0.0,3,158.6,104,45.0,10.56,10.2,0.026206459993450185,0,low,None detected,No action needed
0,94,0,0,0.0,4,243.2,109,54.0,7.35,7.2,0.2959673973743741,0,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,217,1,0,0.0,4,176.4,115,44.0,7.94,9.3,0.4903688010247642,0,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,158,1,0,0.31,0,220.9,129,62.1,12.11,6.4,0.1158274579777498,0,low,None detected,No action needed
0,102,1,0,0.33,0,144.4,87,51.3,13.33,7.1,0.01198931156328922,0,low,None detected,No action needed
0,85,1,0,0.0,0,212.3,107,56.0,11.42,7.7,0.01765600253236657,0,low,None detected,No action needed
0,79,1,0,0.0,1,147.0,72,40.0,8.29,8.4,0.011124005908683681,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,139,1,1,3.48,2,96.2,112,66.8,8.95,12.9,0.01316762163590464,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,103,1,0,0.0,0,263.4,118,60.0,8.96,10.3,0.044296904835444455,0,low,None detected,No action needed
0,98,0,0,0.0,1,12.5,67,24.0,12.83,7.7,0.35936526591663465,0,medium,None detected,No action needed
0,78,1,0,0.21,2,162.3,116,46.1,9.62,10.1,0.014270673347925353,0,low,None detected,No action needed
0,50,1,0,0.0,1,183.6,107,37.0,2.93,8.7,0.012419811605636542,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,161,1,0,0.0,1,178.1,109,43.0,7.33,8.5,0.009336040893158383,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,67,1,0,0.0,0,201.4,101,43.0,4.88,7.0,0.029358010592825712,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,86,1,1,3.59,1,123.0,158,68.9,6.7,13.3,0.052859010386297346,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,92,1,0,0.0,0,208.0,125,53.0,9.95,8.6,0.02700414267735542,0,low,None detected,No action needed
0,174,1,0,0.29,1,239.2,72,59.9,9.43,8.8,0.04151151853867551,0,low,None detected,No action needed
0,124,1,0,0.0,1,193.0,97,41.0,4.49,15.3,0.009553167929520944,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,132,1,1,2.78,1,174.5,101,78.8,12.28,10.3,0.01095544146980944,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,190,1,1,2.67,1,116.7,71,59.7,7.3,9.9,0.03488615321604455,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,101,1,0,0.0,1,93.8,127,29.0,7.5,10.7,0.014054331798635132,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,185,0,1,3.48,2,154.1,114,71.8,5.94,12.9,0.17316143943012263,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,68,1,1,2.67,0,239.5,82,85.7,10.19,9.9,0.016356693919425694,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,117,1,1,3.19,0,216.0,140,87.9,11.21,11.8,0.03416447218491142,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,118,1,0,0.32,1,187.4,97,50.2,8.89,12.2,0.01822070514015123,0,low,None detected,No action needed
0,124,1,0,0.21,0,167.4,119,51.1,11.66,10.3,0.022936125283742528,0,low,None detected,No action needed
0,22,1,0,0.0,1,160.4,108,46.0,10.91,12.5,0.02288973572232931,0,low,None detected,No action needed
0,75,1,0,0.0,1,143.2,92,43.0,10.46,11.9,0.020381972515572375,0,low,None detected,No action needed
0,134,1,0,0.0,1,205.3,122,56.0,12.03,5.0,0.016117894869431614,0,low,None detected,No action needed
0,164,1,1,3.86,1,219.1,88,89.6,7.58,14.3,0.021168793089388523,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,44,1,0,0.32,1,143.2,77,42.2,8.49,7.6,0.008584090421342111,0,low,None detected,No action needed
0,177,1,0,0.0,2,232.8,106,55.0,8.76,12.5,0.022503761697102827,0,low,None detected,No action needed
0,110,1,0,0.0,0,162.0,81,49.0,12.38,8.9,0.02063667914589963,0,low,None detected,No action needed
0,53,1,1,1.76,1,25.9,119,39.6,10.33,6.5,0.053487264836543195,0,low,None detected,No action needed
1,108,1,0,0.0,4,154.2,123,36.0,5.62,15.4,0.959424032982318,1,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
1,80,1,0,0.0,0,322.3,113,74.0,11.1,6.7,0.9988333333333332,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,158,1,0,0.0,1,209.9,112,55.0,11.07,8.2,0.01768366407162121,0,low,None detected,No action needed
0,114,1,0,0.0,0,191.5,88,48.0,8.76,0.0,0.01346930884317516,0,low,None detected,No action needed
0,64,1,1,2.03,1,291.1,150,89.3,11.34,7.5,0.08002800290796343,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,88,1,0,0.0,3,215.6,115,56.0,10.81,11.8,0.015393532236829887,0,low,None detected,No action needed
0,82,0,0,0.0,3,208.8,101,54.0,10.69,12.4,0.12813433550718378,0,low,None detected,No action needed
0,111,1,0,0.0,3,255.9,97,61.0,10.21,12.3,0.11668284608703398,0,low,None detected,No action needed
0,60,1,0,0.0,2,252.7,97,62.0,11.06,12.4,0.2429259230636487,0,low,None detected,No action needed
0,113,1,0,0.0,3,132.1,72,44.0,12.38,6.9,0.011244016670484611,0,low,None detected,No action needed
0,109,1,0,0.0,1,217.0,115,55.0,10.35,8.2,0.020511435043471336,0,low,None detected,No action needed
0,105,1,1,3.48,0,101.9,79,71.8,11.16,12.9,0.029705379070663063,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,85,1,0,0.0,2,211.5,100,52.0,9.23,13.3,0.0226928561506865,0,low,None detected,No action needed
0,131,1,0,0.46,0,153.4,86,47.6,9.93,10.4,0.013917014704396609,0,low,None detected,No action needed
0,59,1,0,0.27,2,166.3,95,51.7,11.97,10.0,0.016965971604051926,0,low,None detected,No action needed
0,148,1,0,0.45,1,185.2,87,50.5,8.52,9.5,0.00902471803870945,0,low,None detected,No action needed
0,210,1,0,0.28,2,104.6,121,33.8,7.48,6.5,0.022140678331251423,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,115,1,0,0.0,0,245.2,105,56.0,7.95,7.2,0.03852780705448897,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,106,1,0,0.0,1,274.4,120,64.0,9.93,6.0,0.9541325757575757,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,93,1,0,0.0,1,98.4,78,38.0,12.48,14.2,0.054225490546526506,0,low,None detected,No action needed
0,57,1,1,3.51,1,279.9,121,102.1,11.16,13.0,0.010349456505740252,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,98,1,0,0.41,1,187.2,127,53.1,9.78,5.1,0.023401694232640876,0,low,None detected,No action needed
0,157,1,0,0.0,3,276.2,95,62.0,8.29,2.2,0.26885910197832563,0,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,116,1,1,2.24,1,200.4,104,80.4,13.64,8.3,0.017856243645009824,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,30,1,0,0.0,2,162.3,96,49.0,12.2,9.1,0.031758722279333455,0,low,None detected,No action needed
1,111,1,0,0.0,4,176.9,128,39.0,5.14,10.5,0.8071921147765031,1,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,52,1,0,0.0,0,165.5,78,46.0,10.28,12.2,0.034579822722739934,0,low,None detected,No action needed
0,72,1,0,0.0,4,217.8,93,54.0,9.49,10.4,0.006633428341562177,0,low,None detected,No action needed
1,135,1,1,3.48,2,201.4,100,90.8,12.33,12.9,0.24625272363050535,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,86,1,0,0.42,3,190.5,115,52.2,8.98,10.1,0.011723560704480739,0,low,None detected,No action needed
